s	1nM_bi_250nM_mono	s	1nM_bi_50nM_mono	s	1nM_bi_2.5nM_mono
135.736	24.79209587	135.736	24.46979863	135.736	24.44377058
135.836	24.78802107	135.836	24.4657768	135.836	24.44394498
135.936	24.78053027	135.936	24.45838338	135.936	24.44411938
136.036	24.78072547	136.036	24.45857604	136.036	24.44429378
136.136	24.78092067	136.136	24.4587687	136.136	24.44446818
136.236	24.78111587	136.236	24.45896137	136.236	24.44464258
136.336	24.78131107	136.336	24.45915403	136.336	24.44481698
136.436	24.76967227	136.436	24.44766653	136.436	24.43223838
136.536	24.76986747	136.536	24.44785919	136.536	24.43241278
136.636	24.77006267	136.636	24.44805186	136.636	24.43258718
136.736	24.77025787	136.736	24.44824452	136.736	24.43657658
136.836	24.77045307	136.836	24.44843718	136.836	24.44350898
136.936	24.77064827	136.936	24.44862984	136.936	24.44368338
137.036	24.75888747	137.036	24.43702193	137.036	24.44004278
137.136	24.75908267	137.136	24.4372146	137.136	24.43345918
137.236	24.75927787	137.236	24.43740726	137.236	24.42295158
137.336	24.75947307	137.336	24.43759992	137.336	24.42312598
137.436	24.75966827	137.436	24.43779258	137.436	24.42330038
137.536	24.75986347	137.536	24.43798525	137.536	24.42347478
137.636	24.76005867	137.636	24.43817791	137.636	24.42364918
137.736	24.76025387	137.736	24.43837057	137.736	24.42382358
137.836	24.74617507	137.836	24.4244748	137.836	24.42399798
137.936	24.74637027	137.936	24.42466746	137.936	24.41359938
138.036	24.74656547	138.036	24.42486012	138.036	24.41377378
138.136	24.75103067	138.136	24.42926727	138.136	24.41394818
138.236	24.75878987	138.236	24.4369256	138.236	24.41412258
138.336	24.75898507	138.336	24.43711827	138.336	24.41429698
138.436	24.75491027	138.436	24.43309644	138.436	24.41447138
138.536	24.74754147	138.536	24.42582343	138.536	24.41464578
138.636	24.73578067	138.636	24.41421552	138.636	24.41482018
138.736	24.73597587	138.736	24.41440819	138.736	24.41499458
138.836	24.73617107	138.836	24.41460085	138.836	24.41516898
138.936	24.73636627	138.936	24.41479351	138.936	24.40466138
139.036	24.73656147	139.036	24.41498617	139.036	24.40483578
139.136	24.73675667	139.136	24.41517884	139.136	24.40501018
139.236	24.73695187	139.236	24.4153715	139.236	24.40518458
139.336	24.72531307	139.336	24.403884	139.336	24.40535898
139.436	24.72550827	139.436	24.40407666	139.436	24.40553338
139.536	24.72570347	139.536	24.40426933	139.536	24.40570778
139.636	24.72589867	139.636	24.40446199	139.636	24.40206718
139.736	24.72609387	139.736	24.40465465	139.736	24.39537458
139.836	24.72628907	139.836	24.40484731	139.836	24.39554898
139.936	24.72648427	139.936	24.40503998	139.936	24.39572338
140.036	24.72667947	140.036	24.40523264	140.036	24.39589778
140.136	24.72687467	140.136	24.4054253	140.136	24.39607218
140.236	24.72706987	140.236	24.40561796	140.236	24.39624658
140.336	24.71530907	140.336	24.39401005	140.336	24.38584798
140.436	24.71550427	140.436	24.39420272	140.436	24.37534038
140.536	24.71569947	140.536	24.39439538	140.536	24.38619678
140.636	24.71589467	140.636	24.39458804	140.636	24.38637118
140.736	24.71608987	140.736	24.3947807	140.736	24.38262158
140.836	24.71628507	140.836	24.39497337	140.836	24.37603798
140.936	24.71648027	140.936	24.39516603	140.936	24.37621238
141.036	24.71240547	141.036	24.3911442	141.036	24.37638678
141.136	24.70491467	141.136	24.38375078	141.136	24.37656118
141.236	24.70510987	141.236	24.38394344	141.236	24.37673558
141.336	24.70530507	141.336	24.38413611	141.336	24.37690998
141.436	24.70550027	141.436	24.38432877	141.436	24.37708438
141.536	24.70569547	141.536	24.38452143	141.536	24.36657678
141.636	24.70589067	141.636	24.38471409	141.636	24.37056618
141.736	24.69425187	141.736	24.3732266	141.736	24.37760758
141.836	24.68249107	141.836	24.36161869	141.836	24.37778198
141.936	24.69464227	141.936	24.37361192	141.936	24.37795638
142.036	24.69483747	142.036	24.37380458	142.036	24.37813078
142.136	24.69064067	142.136	24.36966234	142.136	24.37830518
142.236	24.68327187	142.236	24.36238934	142.236	24.37847958
142.336	24.68346707	142.336	24.362582	142.336	24.37865398
142.436	24.68366227	142.436	24.36277466	142.436	24.37882838
142.536	24.68385747	142.536	24.36296732	142.536	24.36832078
142.636	24.68405267	142.636	24.36315999	142.636	24.36849518
142.736	24.68424787	142.736	24.36335265	142.736	24.36409158
142.836	24.68444307	142.836	24.36354531	142.836	24.35609098
142.936	24.67268227	142.936	24.3519374	142.936	24.35626538
143.036	24.67714747	143.036	24.35634455	143.036	24.35643978
143.136	24.68502867	143.136	24.3641233	143.136	24.35661418
143.236	24.68522387	143.236	24.36431596	143.236	24.35678858
143.336	24.68541907	143.336	24.36450862	143.336	24.35696298
143.436	24.68561427	143.436	24.36470129	143.436	24.35713738
143.536	24.68580947	143.536	24.36489395	143.536	24.35731178
143.636	24.68600467	143.636	24.36508661	143.636	24.34680418
143.736	24.68619987	143.736	24.36527927	143.736	24.34697858
143.836	24.68639507	143.836	24.36547194	143.836	24.34715298
143.936	24.67463427	143.936	24.35386403	143.936	24.34732738
144.036	24.67482947	144.036	24.35405669	144.036	24.34750178
144.136	24.66990067	144.136	24.34919196	144.136	24.35149118
144.236	24.66094587	144.236	24.34035358	144.236	24.35853258
144.336	24.66114107	144.336	24.34054624	144.336	24.35870698
144.436	24.66133627	144.436	24.3407389	144.436	24.35506638
144.536	24.66153147	144.536	24.34093156	144.536	24.34837378
144.636	24.66172667	144.636	24.34112423	144.636	24.34854818
144.736	24.66192187	144.736	24.34131689	144.736	24.33596958
144.836	24.66211707	144.836	24.34150955	144.836	24.33614398
144.936	24.66231227	144.936	24.34170221	144.936	24.33631838
145.036	24.65055147	145.036	24.3300943	145.036	24.33649278
145.136	24.65074667	145.136	24.33028697	145.136	24.33666718
145.236	24.65094187	145.236	24.33047963	145.236	24.33684158
145.336	24.65113707	145.336	24.33067229	145.336	24.34083098
145.436	24.65133227	145.436	24.33086495	145.436	24.34787238
145.536	24.65579747	145.536	24.3352721	145.536	24.34423178
145.636	24.66367867	145.636	24.34305085	145.636	24.33753918
145.736	24.66387387	145.736	24.34324351	145.736	24.33771358
145.836	24.65979907	145.836	24.33922168	145.836	24.33788798
145.936	24.65230827	145.936	24.33182826	145.936	24.33806238
146.036	24.65250347	146.036	24.33202093	146.036	24.33823678
146.136	24.63842467	146.136	24.31812515	146.136	24.32783818
146.236	24.63861987	146.236	24.31831781	146.236	24.32801258
146.336	24.63881507	146.336	24.31851048	146.336	24.32818698
146.436	24.63901027	146.436	24.31870314	146.436	24.32836138
146.536	24.63920547	146.536	24.3188958	146.536	24.32853578
146.636	24.63940067	146.636	24.31908846	146.636	24.32871018
146.736	24.64386587	146.736	24.32349562	146.736	24.32888458
146.836	24.65174707	146.836	24.33127436	146.836	24.32905898
146.936	24.64767227	146.936	24.32725253	146.936	24.32923338
147.036	24.64018147	147.036	24.31985911	147.036	24.31872578
147.136	24.64037667	147.136	24.32005178	147.136	24.31890018
147.236	24.64057187	147.236	24.32024444	147.236	24.31907458
147.336	24.64076707	147.336	24.3204371	147.336	24.31924898
147.436	24.64096227	147.436	24.32062976	147.436	24.31942338
147.536	24.62932347	147.536	24.30914227	147.536	24.31959778
147.636	24.62951867	147.636	24.30933493	147.636	24.31977218
147.736	24.62971387	147.736	24.30952759	147.736	24.31994658
147.836	24.62990907	147.836	24.30972025	147.836	24.32012098
147.936	24.63010427	147.936	24.30991292	147.936	24.32029538
148.036	24.63029947	148.036	24.31010558	148.036	24.30978778
148.136	24.63049467	148.136	24.31029824	148.136	24.29938918
148.236	24.63068987	148.236	24.3104909	148.236	24.29956358
148.336	24.63088507	148.336	24.31068357	148.336	24.29973798
148.436	24.61912427	148.436	24.29907566	148.436	24.31048538
148.536	24.61931947	148.536	24.29926832	148.536	24.30684478
148.636	24.61951467	148.636	24.29946098	148.636	24.30026118
148.736	24.61970987	148.736	24.29965364	148.736	24.28975358
148.836	24.61990507	148.836	24.29984631	148.836	24.28992798
148.936	24.62010027	148.936	24.30003897	148.936	24.29010238
149.036	24.62029547	149.036	24.30023163	149.036	24.29027678
149.136	24.62049067	149.136	24.30042429	149.136	24.29502918
149.236	24.62068587	149.236	24.30061696	149.236	24.30337858
149.336	24.62088107	149.336	24.30080962	149.336	24.30355298
149.436	24.60912027	149.436	24.28920171	149.436	24.30372738
149.536	24.59748147	149.536	24.27771421	149.536	24.29321978
149.636	24.59767667	149.636	24.27790688	149.636	24.29339418
149.736	24.59787187	149.736	24.27809954	149.736	24.29356858
149.836	24.60990107	149.836	24.28997236	149.836	24.29374298
149.936	24.60582627	149.936	24.28595053	149.936	24.29010238
150.036	24.59845747	150.036	24.27867752	150.036	24.28351878
150.136	24.58669667	150.136	24.26706962	150.136	24.28369318
150.236	24.58689187	150.236	24.26726228	150.236	24.28386758
150.336	24.58708707	150.336	24.26745494	150.336	24.28404198
150.436	24.58728227	150.436	24.2676476	150.436	24.28421638
150.536	24.59260147	150.536	24.27289765	150.536	24.28439078
150.636	24.60194667	150.636	24.28212137	150.636	24.28456518
150.736	24.60214187	150.736	24.28231403	150.736	24.27405758
150.836	24.60233707	150.836	24.28250669	150.836	24.27423198
150.936	24.59057627	150.936	24.27089878	150.936	24.27440638
151.036	24.59077147	151.036	24.27109144	151.036	24.27458078
151.136	24.59096667	151.136	24.27128411	151.136	24.27094018
151.236	24.59116187	151.236	24.27147677	151.236	24.26424758
151.336	24.58708707	151.336	24.26745494	151.336	24.26442198
151.436	24.57971827	151.436	24.26018193	151.436	24.26459638
151.536	24.57991347	151.536	24.2603746	151.536	24.26477078
151.636	24.58010867	151.636	24.26056726	151.636	24.26494518
151.736	24.58030387	151.736	24.26075992	151.736	24.25454658
151.836	24.58049907	151.836	24.26095258	151.836	24.25472098
151.936	24.58069427	151.936	24.26114525	151.936	24.25489538
152.036	24.58088947	152.036	24.26133791	152.036	24.25506978
152.136	24.56912867	152.136	24.24973	152.136	24.24837718
152.236	24.56932387	152.236	24.24992266	152.236	24.25541858
152.336	24.56951907	152.336	24.25011532	152.336	24.25559298
152.436	24.56971427	152.436	24.25030799	152.436	24.25576738
152.536	24.56563947	152.536	24.24628616	152.536	24.26651478
152.636	24.55814867	152.636	24.23889274	152.636	24.26668918
152.736	24.55834387	152.736	24.2390854	152.736	24.25629058
152.836	24.55853907	152.836	24.23927806	152.836	24.25646498
152.936	24.55873427	152.936	24.23947073	152.936	24.25663938
153.036	24.55892947	153.036	24.23966339	153.036	24.25299878
153.136	24.54729067	153.136	24.22817589	153.136	24.24630618
153.236	24.54748587	153.236	24.22836856	153.236	24.23590758
153.336	24.54768107	153.336	24.22856122	153.336	24.23608198
153.436	24.54787627	153.436	24.22875388	153.436	24.23625638
153.536	24.54038547	153.536	24.22136046	153.536	24.23643078
153.636	24.54826667	153.636	24.22913921	153.636	24.23660518
153.736	24.54846187	153.736	24.22933187	153.736	24.23677958
153.836	24.54865707	153.836	24.22952453	153.836	24.23695398
153.936	24.56068627	153.936	24.24139735	153.936	24.23712838
154.036	24.56088147	154.036	24.24159001	154.036	24.23730278
154.136	24.54924267	154.136	24.23010252	154.136	24.23747718
154.236	24.54943787	154.236	24.23029518	154.236	24.23765158
154.336	24.54963307	154.336	24.23048784	154.336	24.23782598
154.436	24.54555827	154.436	24.22646601	154.436	24.22513838
154.536	24.53806747	154.536	24.21907259	154.536	24.22149778
154.636	24.52642867	154.636	24.2075851	154.636	24.21491418
154.736	24.52662387	154.736	24.20777776	154.736	24.21508858
154.836	24.52681907	154.836	24.20797042	154.836	24.21526298
154.936	24.52701427	154.936	24.20816309	154.936	24.21543738
155.036	24.52720947	155.036	24.20835575	155.036	24.21561178
155.136	24.52740467	155.136	24.20854841	155.136	24.21578618
155.236	24.52759987	155.236	24.20874107	155.236	24.21596058
155.336	24.52779507	155.336	24.20893374	155.336	24.21613498
155.436	24.52799027	155.436	24.2091264	155.436	24.21630938
155.536	24.52818547	155.536	24.20931906	155.536	24.22029878
155.636	24.52838067	155.636	24.20951172	155.636	24.22723118
155.736	24.52857587	155.736	24.20970439	155.736	24.22740558
155.836	24.51437507	155.836	24.1956882	155.836	24.21700698
155.936	24.51030027	155.936	24.19166637	155.936	24.21718138
156.036	24.50293147	156.036	24.18439336	156.036	24.21735578
156.136	24.50312667	156.136	24.18458603	156.136	24.21371518
156.236	24.50332187	156.236	24.18477869	156.236	24.20702258
156.336	24.50351707	156.336	24.18497135	156.336	24.20719698
156.436	24.50371227	156.436	24.18516401	156.436	24.20737138
156.536	24.50390747	156.536	24.18535667	156.536	24.20754578
156.636	24.50410267	156.636	24.18554934	156.636	24.20772018
156.736	24.50429787	156.736	24.185742	156.736	24.20789458
156.836	24.50449307	156.836	24.18593466	156.836	24.20806898
156.936	24.50895827	156.936	24.19034181	156.936	24.20824338
157.036	24.51671747	157.036	24.19800014	157.036	24.20841778
157.136	24.51691267	157.136	24.19819281	157.136	24.20859218
157.236	24.50527387	157.236	24.18670531	157.236	24.19808458
157.336	24.50546907	157.336	24.18689797	157.336	24.20894098
157.436	24.50566427	157.436	24.18709064	157.436	24.20911538
157.536	24.50158947	157.536	24.18306881	157.536	24.20928978
157.636	24.49409867	157.636	24.17567539	157.636	24.20946418
157.736	24.49429387	157.736	24.17586805	157.736	24.20963858
157.836	24.49448907	157.836	24.17606071	157.836	24.20981298
157.936	24.49468427	157.936	24.17625338	157.936	24.20998738
158.036	24.49487947	158.036	24.17644604	158.036	24.21016178
158.136	24.49507467	158.136	24.1766387	158.136	24.21033618
158.236	24.49526987	158.236	24.17683136	158.236	24.21051058
158.336	24.49546507	158.336	24.17702403	158.336	24.21068498
158.436	24.49566027	158.436	24.17721669	158.436	24.21085938
158.536	24.49585547	158.536	24.17740935	158.536	24.20721878
158.636	24.48409467	158.636	24.16580144	158.636	24.20052618
158.736	24.49624587	158.736	24.17779468	158.736	24.20070058
158.836	24.49644107	158.836	24.17798734	158.836	24.20087498
158.936	24.49663627	158.936	24.17818	158.936	24.19047638
159.036	24.49683147	159.036	24.17837266	159.036	24.19065078
159.136	24.49702667	159.136	24.17856533	159.136	24.19082518
159.236	24.49722187	159.236	24.17875799	159.236	24.19099958
159.336	24.49741707	159.336	24.17895065	159.336	24.19117398
159.436	24.49761227	159.436	24.17914331	159.436	24.19134838
159.536	24.49780747	159.536	24.17933597	159.536	24.18084078
159.636	24.49800267	159.636	24.17952864	159.636	24.19169718
159.736	24.49819787	159.736	24.1797213	159.736	24.18118958
159.836	24.49839307	159.836	24.17991396	159.836	24.18136398
159.936	24.49431827	159.936	24.17589213	159.936	24.18153838
160.036	24.48682747	160.036	24.16849871	160.036	24.18171278
160.136	24.48702267	160.136	24.16869138	160.136	24.17120518
160.236	24.48721787	160.236	24.16888404	160.236	24.17137958
160.336	24.47557907	160.336	24.15739654	160.336	24.17155398
160.436	24.47577427	160.436	24.15758921	160.436	24.17172838
160.536	24.47596947	160.536	24.15778187	160.536	24.17190278
160.636	24.47616467	160.636	24.15797453	160.636	24.17207718
160.736	24.47635987	160.736	24.15816719	160.736	24.16767358
160.836	24.47655507	160.836	24.15835986	160.836	24.17035498
160.936	24.46479427	160.936	24.14675195	160.936	24.17052938
161.036	24.47694547	161.036	24.15874518	161.036	24.17070378
161.136	24.46518467	161.136	24.14713727	161.136	24.17087818
161.236	24.46537987	161.236	24.14732993	161.236	24.17105258
161.336	24.46557507	161.336	24.1475226	161.336	24.16054498
161.436	24.46577027	161.436	24.14771526	161.436	24.16071938
161.536	24.45400947	161.536	24.13610735	161.536	24.16089378
161.636	24.45420467	161.636	24.13630001	161.636	24.16106818
161.736	24.45439987	161.736	24.13649267	161.736	24.16124258
161.836	24.45459507	161.836	24.13668534	161.836	24.16141698
161.936	24.45479027	161.936	24.136878	161.936	24.16159138
162.036	24.45498547	162.036	24.13707066	162.036	24.16176578
162.136	24.45005667	162.136	24.13220594	162.136	24.16194018
162.236	24.45305787	162.236	24.13516812	162.236	24.16211458
162.336	24.45325307	162.336	24.13536078	162.336	24.16228898
162.436	24.45344827	162.436	24.13555344	162.436	24.16246338
162.536	24.45364347	162.536	24.13574611	162.536	24.15206478
162.636	24.45383867	162.636	24.13593877	162.636	24.14831518
162.736	24.44207787	162.736	24.12433086	162.736	24.15241358
162.836	24.44227307	162.836	24.12452352	162.836	24.15258798
162.936	24.44246827	162.936	24.12471618	162.936	24.14807538
163.036	24.44266347	163.036	24.12490885	163.036	24.14007478
163.136	24.44285867	163.136	24.12510151	163.136	24.14024918
163.236	24.44305387	163.236	24.12529417	163.236	24.14500158
163.336	24.44324907	163.336	24.12548683	163.336	24.14201498
163.436	24.44344427	163.436	24.1256795	163.436	24.14535038
163.536	24.44363947	163.536	24.12587216	163.536	24.14312678
163.636	24.44383467	163.636	24.12606482	163.636	24.14330118
163.736	24.44402987	163.736	24.12625748	163.736	24.14347558
163.836	24.44422507	163.836	24.12645015	163.836	24.14364998
163.936	24.43258627	163.936	24.11496265	163.936	24.14382438
164.036	24.42838947	164.036	24.11082041	164.036	24.15075678
164.136	24.43297667	164.136	24.11534798	164.136	24.13349118
164.236	24.43317187	164.236	24.11554064	164.236	24.12309258
164.336	24.42812107	164.336	24.1105555	164.336	24.12326698
164.436	24.41916627	164.436	24.10171711	164.436	24.12344138
164.536	24.41936147	164.536	24.10190977	164.536	24.12361578
164.636	24.42468067	164.636	24.10715982	164.636	24.12379018
164.736	24.42133787	164.736	24.10386048	164.736	24.12396458
164.836	24.42507107	164.836	24.10754515	164.836	24.12413898
164.936	24.42258227	164.936	24.1050887	164.936	24.12431338
165.036	24.42277747	165.036	24.10528136	165.036	24.11162578
165.136	24.42297267	165.136	24.10547403	165.136	24.11180018
165.236	24.42316787	165.236	24.10566669	165.236	24.11197458
165.336	24.42336307	165.336	24.10585935	165.336	24.12283098
165.436	24.43112227	165.436	24.11351768	165.436	24.12300538
165.536	24.41179747	165.536	24.0944441	165.536	24.12317978
165.636	24.40015867	165.636	24.08295661	165.636	24.11267218
165.736	24.40035387	165.736	24.08314927	165.736	24.11284658
165.836	24.40054907	165.836	24.08334193	165.836	24.11302098
165.936	24.40074427	165.936	24.0835346	165.936	24.10262238
166.036	24.40093947	166.036	24.08372726	166.036	24.11336978
166.136	24.40113467	166.136	24.08391992	166.136	24.11354418
166.236	24.40132987	166.236	24.08411258	166.236	24.11371858
166.336	24.40152507	166.336	24.08430525	166.336	24.10331998
166.436	24.38732427	166.436	24.07028906	166.436	24.11406738
166.536	24.38751947	166.536	24.07048172	166.536	24.10366878
166.636	24.38771467	166.636	24.07067438	166.636	24.10384318
166.736	24.39986587	166.736	24.08266762	166.736	24.10401758
166.836	24.40006107	166.836	24.08286028	166.836	24.10419198
166.936	24.40025627	166.936	24.08305294	166.936	24.09368438
167.036	24.38849547	167.036	24.07144503	167.036	24.09385878
167.136	24.38869067	167.136	24.07163769	167.136	24.09403318
167.236	24.38888587	167.236	24.07183036	167.236	24.09420758
167.336	24.37724707	167.336	24.06034286	167.336	24.09438198
167.436	24.38927627	167.436	24.07221568	167.436	24.09455638
167.536	24.38947147	167.536	24.07240834	167.536	24.09091578
167.636	24.38966667	167.636	24.07260101	167.636	24.08422318
167.736	24.37802787	167.736	24.06111351	167.736	24.07382458
167.836	24.39005707	167.836	24.07298633	167.836	24.07399898
167.936	24.37841827	167.936	24.06149883	167.936	24.07417338
168.036	24.37861347	168.036	24.0616915	168.036	24.07434778
168.136	24.37880867	168.136	24.06188416	168.136	24.07452218
168.236	24.37900387	168.236	24.06207682	168.236	24.07851158
168.336	24.36724307	168.336	24.05046891	168.336	24.08162898
168.436	24.36743827	168.436	24.05066157	168.436	24.07504538
168.536	24.36763347	168.536	24.05085424	168.536	24.06453778
168.636	24.36782867	168.636	24.0510469	168.636	24.06852718
168.736	24.36802387	168.736	24.05123956	168.736	24.07556858
168.836	24.36821907	168.836	24.05143222	168.836	24.07574298
168.936	24.36414427	168.936	24.0474104	168.936	24.07591738
169.036	24.35665347	169.036	24.04001698	169.036	24.06540978
169.136	24.34501467	169.136	24.02852948	169.136	24.06558418
169.236	24.34520987	169.236	24.02872214	169.236	24.05507658
169.336	24.34540507	169.336	24.02891481	169.336	24.05525098
169.436	24.34560027	169.436	24.02910747	169.436	24.05542538
169.536	24.34579547	169.536	24.02930013	169.536	24.05559978
169.636	24.35026067	169.636	24.03370728	169.636	24.05577418
169.736	24.35374987	169.736	24.03715112	169.736	24.05594858
169.836	24.34638107	169.836	24.02987812	169.836	24.05612298
169.936	24.33462027	169.936	24.01827021	169.936	24.04572438
170.036	24.33908547	170.036	24.02267736	170.036	24.04589878
170.136	24.34696667	170.136	24.03045611	170.136	24.04225818
170.236	24.34716187	170.236	24.03064877	170.236	24.03938058
170.336	24.34735707	170.336	24.03084143	170.336	24.04260698
170.436	24.33559627	170.436	24.01923352	170.436	24.03591438
170.536	24.33579147	170.536	24.01942618	170.536	24.03608878
170.636	24.32403067	170.636	24.00781827	170.636	24.03626318
170.736	24.32422587	170.736	24.00801094	170.736	24.03643758
170.836	24.32442107	170.836	24.0082036	170.836	24.02592998
170.936	24.32461627	170.936	24.00839626	170.936	24.02610438
171.036	24.32481147	171.036	24.00858892	171.036	24.02627878
171.136	24.32500667	171.136	24.00878159	171.136	24.02645318
171.236	24.32520187	171.236	24.00897425	171.236	24.02662758
171.336	24.31356307	171.336	23.99748675	171.336	24.02680198
171.436	24.31375827	171.436	23.99767941	171.436	24.02697638
171.536	24.30968347	171.536	23.99365759	171.536	24.02715078
171.636	24.30646267	171.636	23.99047866	171.636	24.02732518
171.736	24.31007387	171.736	23.99404291	171.736	24.03142358
171.836	24.30258307	171.836	23.98664949	171.836	24.02560298
171.936	24.30277827	171.936	23.98684215	171.936	24.02577738
172.036	24.30297347	172.036	23.98703482	172.036	24.02595178
172.136	24.30316867	172.136	23.98722748	172.136	24.02612618
172.236	24.29140787	172.236	23.97561957	172.236	24.02630058
172.336	24.29160307	172.336	23.97581223	172.336	24.02647498
172.436	24.29179827	172.436	23.97600489	172.436	24.02664938
172.536	24.29199347	172.536	23.97619756	172.536	24.02682378
172.636	24.29218867	172.636	23.97639022	172.636	24.02699818
172.736	24.29238387	172.736	23.97658288	172.736	24.02717258
172.836	24.29257907	172.836	23.97677554	172.836	24.02047998
172.936	24.29277427	172.936	23.97696821	172.936	24.02370638
173.036	24.29296947	173.036	23.97716087	173.036	24.01025578
173.136	24.29755667	173.136	23.98168844	173.136	24.01718818
173.236	24.29104187	173.236	23.97525833	173.236	24.01736258
173.336	24.29123707	173.336	23.97545099	173.336	24.01753698
173.436	24.29143227	173.436	23.97564365	173.436	24.01771138
173.536	24.29162747	173.536	23.97583631	173.536	24.01788578
173.636	24.29182267	173.636	23.97602898	173.636	24.01806018
173.736	24.29201787	173.736	23.97622164	173.736	24.01823458
173.836	24.29221307	173.836	23.9764143	173.836	24.01840898
173.936	24.29240827	173.936	23.97660696	173.936	24.01858338
174.036	24.29260347	174.036	23.97679963	174.036	24.01875778
174.136	24.29279867	174.136	23.97699229	174.136	24.00835918
174.236	24.28530787	174.236	23.96959887	174.236	24.00853358
174.336	24.28891907	174.336	23.97316312	174.336	24.01252298
174.436	24.27386427	174.436	23.95830404	174.436	24.01564038
174.536	24.28162347	174.536	23.96596237	174.536	24.00905678
174.636	24.28181867	174.636	23.96615503	174.636	24.00923118
174.736	24.28201387	174.736	23.96634769	174.736	24.00940558
174.836	24.28220907	174.836	23.96654035	174.836	23.99889798
174.936	24.28240427	174.936	23.96673302	174.936	23.99907238
175.036	24.28259947	175.036	23.96692568	175.036	23.99924678
175.136	24.28279467	175.136	23.96711834	175.136	23.99942118
175.236	24.28298987	175.236	23.967311	175.236	23.98891358
175.336	24.28318507	175.336	23.96750367	175.336	23.98908798
175.436	24.28338027	175.436	23.96769633	175.436	23.98926238
175.536	24.27174147	175.536	23.95620883	175.536	23.98943678
175.636	24.27193667	175.636	23.9564015	175.636	23.98961118
175.736	24.27640187	175.736	23.96080865	175.736	23.98978558
175.836	24.27989107	175.836	23.96425249	175.836	23.98995998
175.936	24.27252227	175.936	23.95697948	175.936	23.99013438
176.036	24.27271747	176.036	23.95717214	176.036	23.99030878
176.136	24.27291267	176.136	23.95736481	176.136	23.99048318
176.236	24.26115187	176.236	23.9457569	176.236	23.99065758
176.336	24.26134707	176.336	23.94594956	176.336	23.99083198
176.436	24.26154227	176.436	23.94614222	176.436	23.99100638
176.536	24.26173747	176.536	23.94633488	176.536	23.99118078
176.636	24.24997667	176.636	23.93472698	176.636	23.99135518
176.736	24.25017187	176.736	23.93491964	176.736	23.98477158
176.836	24.25036707	176.836	23.9351123	176.836	23.99170398
176.936	24.25056227	176.936	23.93530496	176.936	23.99187838
177.036	24.25075747	177.036	23.93549762	177.036	23.99205278
177.136	24.25095267	177.136	23.93569029	177.136	23.99222718
177.236	24.25114787	177.236	23.93588295	177.236	23.99240158
177.336	24.25134307	177.336	23.93607561	177.336	23.99257598
177.436	24.25153827	177.436	23.93626827	177.436	23.99275038
177.536	24.25173347	177.536	23.93646094	177.536	23.98910978
177.636	24.25192867	177.636	23.9366536	177.636	23.98252618
177.736	24.25212387	177.736	23.93684626	177.736	23.98270058
177.836	24.25231907	177.836	23.93703892	177.836	23.98287498
177.936	24.25251427	177.936	23.93723159	177.936	23.98304938
178.036	24.25270947	178.036	23.93742425	178.036	23.98322378
178.136	24.24534067	178.136	23.93015124	178.136	23.98339818
178.236	24.25309987	178.236	23.93780957	178.236	23.98357258
178.336	24.25329507	178.336	23.93800224	178.336	23.98374698
178.436	24.25349027	178.436	23.9381949	178.436	23.98392138
178.536	24.25368547	178.536	23.93838756	178.536	23.97341378
178.636	24.25388067	178.636	23.93858022	178.636	23.97358818
178.736	24.25407587	178.736	23.93877289	178.736	23.97376258
178.836	24.25427107	178.836	23.93896555	178.836	23.97393698
178.936	24.25019627	178.936	23.93494372	178.936	23.97411138
179.036	24.24282747	179.036	23.92767071	179.036	23.97428578
179.136	24.24302267	179.136	23.92786338	179.136	23.97446018
179.236	24.24321787	179.236	23.92805604	179.236	23.97463458
179.336	24.24341307	179.336	23.9282487	179.336	23.97480898
179.436	24.24360827	179.436	23.92844136	179.436	23.97498338
179.536	24.24380347	179.536	23.92863403	179.536	23.97515778
179.636	24.24399867	179.636	23.92882669	179.636	23.97533218
179.736	24.24419387	179.736	23.92901935	179.736	23.97550658
179.836	24.24438907	179.836	23.92921201	179.836	23.97568098
179.936	24.23262827	179.936	23.9176041	179.936	23.97585538
180.036	24.23282347	180.036	23.91779677	180.036	23.97602978
180.136	24.23301867	180.136	23.91798943	180.136	23.97620418
180.236	24.23321387	180.236	23.91818209	180.236	23.97637858
180.336	24.23340907	180.336	23.91837475	180.336	23.97655298
180.436	24.23360427	180.436	23.91856742	180.436	23.97672738
180.536	24.23379947	180.536	23.91876008	180.536	23.97690178
180.636	24.23399467	180.636	23.91895274	180.636	23.97249818
180.736	24.23418987	180.736	23.9191454	180.736	23.96449758
180.836	24.23438507	180.836	23.91933807	180.836	23.95398998
180.936	24.23458027	180.936	23.91953073	180.936	23.96484638
181.036	24.23477547	181.036	23.91972339	181.036	23.96502078
181.136	24.23497067	181.136	23.91991605	181.136	23.96519518
181.236	24.23516587	181.236	23.92010872	181.236	23.95468758
181.336	24.23536107	181.336	23.92030138	181.336	23.95486198
181.436	24.23555627	181.436	23.92049404	181.436	23.96571838
181.536	24.23575147	181.536	23.9206867	181.536	23.96589278
181.636	24.23594667	181.636	23.92087937	181.636	23.96606718
181.736	24.23614187	181.736	23.92107203	181.736	23.95555958
181.836	24.23633707	181.836	23.92126469	181.836	23.95573398
181.936	24.23653227	181.936	23.92145735	181.936	23.95590838
182.036	24.23160347	182.036	23.91659263	182.036	23.95226778
182.136	24.22264867	182.136	23.90775424	182.136	23.93282218
